ObjectID,ProjectID,AssetID,AreaID,Region,DataFormat,Orgnztion,URL,Notes,Contact,Email,FundType,FunderName,FundEnd,FundSec,ProjFocus,PhysFocus,BioFocus,InstiType,AssetType,StudyType,TidalExp,EcoType,Latitude,Longitude,Depth_m_,ProfileMin,ProfileMax,MeasType,MeasFreq,Meas/Yr,MeasPeriod,ProgDur,YearSamp,StartYr,EndYr,Ongoing,DataFreq,DiscSWpCO2,ATMpCO2,DiscSWpH,DiscTA,DiscDIC,SatState,DiscDO,isSWpCO2,isSWpH,isDIC,isDO,CalcPmtrs,Methods,Instrument,Temp,Salinity,Pressure,Turbidity,DOC,OtherPhys,Nutrients,Chlrophyl,Nitrate,Ammonium,Phosphate,Silicate,Iron,BioSamples,BioAbund,BioAdapt,BioBiomass,BioCalc,BioComm,BioDistr,BioDiv,BioEvol,BioFoodweb,BioGrRate,BioPhtosyn,BioRecr,BioSurv,BioMovmnt,BioBehvor,OtherBio,OAHFocus,DisCrbPmtr,ISCrbPmtr
CA975,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,404,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.62038,-117.23322,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA976,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,403,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.6474,-117.231,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA977,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,402,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.65633,-117.23008,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA978,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,705,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.65735,-117.36497,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA979,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,704,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.66558,-117.32412,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA980,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,401,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.66637,-117.22888,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA981,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,703,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.6696,-117.30302,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA982,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,702,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.67353,-117.28207,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA983,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,701,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.67817,-117.26035,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA984,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,405,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.6842,-117.2296,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA985,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,804,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.74875,-117.30815,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA986,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,803,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.7528,-117.28703,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA987,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,802,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.75502,-117.27597,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA988,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,801,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,32.7571,-117.26505,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA989,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1004,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1069,-117.376,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA990,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1005,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1089,-117.365,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA991,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1003,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1106,-117.354,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA992,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1002,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1123,-117.343,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA993,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1001,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1141,-117.333,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA994,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1104,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1506,-117.411,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA995,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1105,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1566,-117.401,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA996,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1103,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.161,-117.394,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA997,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1102,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1665,-117.385,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA998,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1101,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1719,-117.377,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
